,location,total_sqft,bath,price,BHK
8296,Rayasandra,1253.0,2.0,57.0,2
8297,Rayasandra,583.0,1.0,26.9,1
8298,Rayasandra,1198.0,2.0,54.0,2
8299,Rayasandra,1555.0,3.0,75.17,3
8300,Rayasandra,1458.0,3.0,60.0,3
8301,Rayasandra,1179.0,2.0,55.0,3
8302,Rayasandra,1601.0,3.0,70.0,3
8303,Rayasandra,1708.0,3.0,76.0,4
8304,Rayasandra,470.0,1.0,21.0,1
8305,Rayasandra,3600.0,5.0,145.0,5
8306,Rayasandra,1357.0,2.0,59.0,3
8308,Sahakara Nagar,1500.0,2.0,95.0,3
8309,Sahakara Nagar,1100.0,2.0,56.0,2
8310,Sahakara Nagar,1219.0,2.0,48.0,2
8311,Sahakara Nagar,1100.0,2.0,75.0,3
8312,Sahakara Nagar,1655.0,3.0,115.0,3
8313,Sahakara Nagar,1150.0,2.0,54.0,2
8314,Sahakara Nagar,1270.0,2.0,69.85,2
8315,Sahakara Nagar,960.0,2.0,56.0,2
8316,Sahakara Nagar,1048.0,2.0,50.0,2
8317,Sahakara Nagar,1160.0,2.0,55.0,2
8318,Sahakara Nagar,1200.0,2.0,75.0,3
8319,Sahakara Nagar,2500.0,4.0,200.0,4
8320,Sahakara Nagar,1914.0,3.0,179.0,3
8321,Sahakara Nagar,1500.0,3.0,125.0,3
8322,Sahakara Nagar,1100.0,2.0,55.0,2
8323,Sahakara Nagar,1914.0,3.0,149.0,3
8324,Sahakara Nagar,1000.0,2.0,60.0,2
8326,Sahakara Nagar,1175.0,2.0,49.0,2
8327,Sahakara Nagar,1370.0,2.0,90.0,3
8328,Sahakara Nagar,1100.0,2.0,55.0,2
8329,Sahakara Nagar,1100.0,2.0,75.0,3
8330,Sahakara Nagar,1180.0,2.0,72.0,2
8331,Sahakara Nagar,1200.0,2.0,60.0,2
8332,Sahakara Nagar,1032.0,2.0,45.0,2
8333,Sahakara Nagar,1200.0,2.0,46.0,2
8334,Sahakara Nagar,1270.0,2.0,96.0,2
8335,Sahakara Nagar,1201.0,2.0,80.0,2
8336,Sahakara Nagar,1200.0,2.0,54.0,2
8337,Sahakara Nagar,1291.0,2.0,72.3,2
8338,Sanjay nagar,1000.0,2.0,70.0,2
8339,Sanjay nagar,1100.0,2.0,98.0,2
8340,Sanjay nagar,1150.0,2.0,72.2,2
8341,Sanjay nagar,1800.0,3.0,180.0,3
8342,Sanjay nagar,630.0,1.0,35.0,2
8343,Sanjay nagar,3300.0,3.0,250.0,5
8344,Sanjay nagar,1900.0,2.0,180.0,3
8345,Sanjay nagar,1575.0,2.0,90.0,2
8348,Sanjay nagar,960.0,2.0,55.0,2
8349,Sanjay nagar,1050.0,2.0,59.0,2
8350,Sanjay nagar,1150.0,2.0,70.0,2
8351,Sanjay nagar,1500.0,3.0,150.0,3
8352,Sanjay nagar,1180.0,2.0,80.0,2
8353,Sarakki Nagar,2121.0,4.0,253.0,3
8354,Sarakki Nagar,2289.0,3.0,260.0,3
8355,Sarakki Nagar,2500.0,4.0,325.0,3
8356,Sarakki Nagar,2145.0,4.0,270.0,3
8357,Sarakki Nagar,1200.0,3.0,128.0,3
8358,Sarakki Nagar,2663.0,4.0,338.0,3
8359,Sarakki Nagar,1840.0,4.0,175.0,3
8363,Sarjapur,2250.0,3.0,148.0,3
8364,Sarjapur,1600.0,3.0,75.0,3
8365,Sarjapur,1242.0,2.0,43.49,2
8366,Sarjapur,913.0,2.0,32.0,2
8367,Sarjapur,1128.0,2.0,60.0,2
8368,Sarjapur,1185.0,2.0,47.0,2
8369,Sarjapur,900.0,2.0,42.0,3
8370,Sarjapur,650.0,1.0,17.535,1
8371,Sarjapur,1020.0,2.0,35.0,2
8372,Sarjapur,1195.0,2.0,42.0,2
8373,Sarjapur,1240.0,2.0,44.0,2
8375,Sarjapur,1574.0,3.0,76.0,3
8376,Sarjapur,950.0,2.0,32.5,2
8377,Sarjapur,1285.0,2.0,68.0,3
8379,Sarjapur,925.0,2.0,25.0,2
8380,Sarjapur,3190.0,3.0,160.0,4
8381,Sarjapur,1215.0,2.0,40.0,2
8383,Sarjapur,1200.0,3.0,78.0,3
8384,Sarjapur,1000.0,2.0,30.0,2
8385,Sarjapur,1157.0,2.0,40.0,2
8386,Sarjapur,2238.0,3.0,140.0,3
8387,Sarjapur,2020.0,3.0,85.0,3
8388,Sarjapur,2885.0,3.0,185.0,4
8390,Sarjapur,1240.0,2.0,44.3,2
8391,Sarjapur,625.0,1.0,19.0,1
8392,Sarjapur,2586.0,4.0,139.5,4
8393,Sarjapur,940.0,2.0,25.38,2
8394,Sarjapur,2100.0,3.0,125.0,4
8395,Sarjapur,913.0,2.0,36.0,2
8396,Sarjapur,1404.0,2.0,53.35,3
8397,Sarjapur,1830.0,3.0,88.0,3
8398,Sarjapur,1364.0,2.0,56.0,3
8399,Sarjapur,1124.0,2.0,30.35,2
8400,Sarjapur,1044.0,2.0,32.0,2
8401,Sarjapur,650.0,1.0,19.87,1
8402,Sarjapur,1175.0,2.0,42.0,2
8403,Sarjapur,1240.0,2.0,43.1,2
8405,Sarjapur,1032.0,2.0,42.0,2
8407,Sarjapur,1044.0,2.0,34.0,2
8408,Sarjapur,1200.0,3.0,76.13,3
8409,Sarjapur,1200.0,2.0,62.0,2
8410,Sarjapur,900.0,2.0,27.98,2
8412,Sarjapur,1205.0,2.0,29.0,2
8413,Sarjapur,850.0,2.0,32.0,2
8414,Sarjapur,1175.0,2.0,41.68,2
8416,Sarjapur,920.0,2.0,33.0,2
8418,Sarjapur,1150.0,2.0,41.0,2
8419,Sarjapur,1200.0,2.0,42.6,2
8420,Sarjapur,1333.0,3.0,50.0,3
8421,Sarjapur,1044.0,2.0,36.0,2
8422,Sarjapur,950.0,2.0,35.0,2
8424,Sarjapur,2172.0,3.0,100.0,3
8425,Sarjapur,633.0,1.0,17.09,1
8426,Sarjapur,1500.0,5.0,95.0,3
8427,Sarjapur,1451.0,2.0,87.0,2
8428,Sarjapur,2400.0,3.0,140.0,4
8429,Sarjapur,1525.0,2.0,68.0,3
8430,Sarjapur,1095.0,2.0,45.0,2
8431,Sarjapur,1425.0,3.0,57.0,3
8432,Sarjapur  Road,2497.0,3.0,140.0,3
8433,Sarjapur  Road,1787.0,3.0,98.29,3
8434,Sarjapur  Road,1787.0,3.0,125.0,3
8438,Sarjapur  Road,1000.0,2.0,67.0,2
8439,Sarjapur  Road,1346.0,2.0,74.03,2
8440,Sarjapur  Road,1195.0,2.0,70.0,2
8441,Sarjapur  Road,1550.0,3.0,100.0,3
8442,Sarjapur  Road,2100.0,3.0,125.0,3
8444,Sarjapur  Road,1691.0,3.0,113.0,3
8445,Sarjapur  Road,1278.0,2.0,95.0,2
8446,Sarjapur  Road,2238.0,3.0,140.0,3
8447,Sarjapur  Road,1800.0,3.0,110.0,3
8451,Sarjapur  Road,1984.0,4.0,146.0,3
8453,Sarjapur  Road,1128.0,2.0,59.0,2
8455,Sarjapur  Road,1700.0,3.0,110.0,3
8456,Sarjapur  Road,1157.0,2.0,75.0,3
8457,Sarjapur  Road,1282.0,2.0,72.0,2
8458,Sarjapur  Road,4111.0,4.0,310.0,4
8459,Sarjapur  Road,3430.0,6.0,228.5,4
8460,Sarjapur  Road,3900.0,4.0,300.0,4
8463,Sarjapur  Road,1050.0,2.0,62.0,2
8464,Sarjapur  Road,1700.0,3.0,135.0,3
8465,Sarjapur  Road,1691.0,3.0,119.0,3
8466,Sarjapur  Road,1846.0,3.0,140.0,3
8467,Sarjapur  Road,1200.0,3.0,95.0,3
8470,Sarjapur  Road,1819.0,3.0,100.0,3
8471,Sarjapur  Road,1845.0,4.0,110.0,3
8472,Sarjapur  Road,1233.0,2.0,77.65,2
8476,Sarjapur  Road,3750.0,6.0,290.0,4
8478,Sarjapur  Road,1680.0,3.0,112.0,3
8479,Sarjapur  Road,1255.0,2.0,92.0,2
8481,Sarjapur  Road,1311.0,2.0,78.0,2
8483,Sarjapur  Road,1157.0,2.0,75.0,3
8484,Sarjapur  Road,1145.0,2.0,75.0,2
8485,Sarjapur  Road,1300.0,2.0,70.0,3
8488,Sarjapur  Road,1476.0,2.0,98.94,3
8489,Sarjapur  Road,2180.0,3.0,170.0,3
8492,Sarjapur  Road,1750.0,3.0,110.0,3
8495,Sarjapur  Road,1200.0,3.0,70.0,3
8496,Sarjapur  Road,2600.0,3.0,200.0,3
8498,Sarjapur  Road,685.0,1.0,40.0,1
8500,Sarjapur  Road,2720.0,5.0,210.0,3
8501,Sarjapur  Road,1241.0,2.0,82.0,2
8504,Sarjapur  Road,3785.0,6.0,280.0,4
8505,Sarjapur  Road,835.0,1.0,46.95,1
8506,Sarjapur  Road,1280.0,2.0,76.0,2
8509,Sarjapur  Road,1263.0,2.0,78.0,2
8510,Sarjapur  Road,1691.0,3.0,98.0,3
8512,Sarjapur  Road,1308.0,2.0,83.0,2
8513,Sarjapur  Road,1592.0,3.0,91.0,3
8515,Sarjapur  Road,1150.0,2.0,77.0,2
8516,Sarjapur  Road,1965.0,3.0,120.0,3
8517,Sarjapur  Road,2275.0,4.0,180.0,3
8519,Sarjapur  Road,1418.0,2.0,78.0,2
8520,Sarjapur  Road,1200.0,2.0,93.0,2
8523,Sarjapur  Road,1115.0,2.0,60.0,2
8524,Sarjapur  Road,1525.0,2.0,87.0,3
8525,Sarjapur  Road,1346.0,2.0,71.32,2
8526,Sarjapur  Road,3905.0,7.0,290.0,5
8528,Sarjapur  Road,715.0,1.0,29.0,1
8529,Sarjapur  Road,1230.0,2.0,94.5,2
8530,Sarjapur  Road,1750.0,3.0,99.0,3
8531,Sarjapur  Road,1145.0,2.0,62.0,2
8532,Sarjapur  Road,1500.0,3.0,88.0,3
8534,Sarjapur  Road,1846.0,3.0,145.0,3
8535,Sarjapur  Road,1067.0,2.0,60.0,2
8537,Sarjapur  Road,1700.0,3.0,95.0,3
8538,Sarjapur  Road,1230.0,2.0,65.0,2
8540,Sarjapur  Road,3785.0,5.0,280.0,4
8541,Sarjapur  Road,2556.0,3.0,169.0,3
8542,Sarjapur  Road,1278.0,2.0,90.0,2
8544,Sarjapur  Road,1305.0,2.0,99.0,2
8545,Sarjapur  Road,1755.0,3.0,122.0,3
8546,Sarjapur  Road,4334.0,2.0,338.0,4
8549,Sarjapur  Road,1700.0,3.0,93.5,3
8551,Sarjapur  Road,1060.0,2.0,55.0,2
8552,Sarjapur  Road,1455.0,2.0,98.0,3
8553,Sarjapur  Road,1850.0,3.0,140.0,3
8554,Sarjapur  Road,950.0,1.0,39.9,1
8555,Sarjapur  Road,1826.0,3.0,130.0,3
8558,Sarjapur  Road,1660.0,2.0,116.0,3
8559,Sarjapur  Road,1700.0,3.0,108.0,3
8560,Sarjapur  Road,1539.0,3.0,85.0,3
8561,Sarjapur  Road,1489.0,2.0,82.0,3
8563,Sarjapur  Road,1200.0,2.0,75.0,2
8567,Sarjapur  Road,3044.0,3.0,183.0,3
8570,Sarjapur  Road,1877.0,4.0,150.0,3
8572,Sarjapur  Road,1229.0,2.0,70.0,2
8573,Sarjapur  Road,1342.0,2.0,70.0,2
8574,Sarjapur  Road,1711.0,3.0,110.0,3
8578,Sarjapur  Road,1050.0,2.0,63.5,2
8579,Sarjapur  Road,1350.0,2.0,102.0,2
8580,Sarjapur  Road,2990.0,4.0,240.0,4
8582,Sarjapur  Road,1457.0,3.0,85.0,3
8583,Sarjapur  Road,1685.0,3.0,135.0,3
8585,Sarjapur  Road,1200.0,3.0,70.0,3
8589,Sarjapur  Road,984.0,2.0,55.0,2
8593,Sarjapur  Road,1320.0,2.0,100.0,2
8594,Sarjapur  Road,1984.0,4.0,145.0,3
8598,Sarjapur  Road,1550.0,2.0,89.0,3
8599,Sarjapur  Road,2425.0,5.0,201.0,4
8600,Sarjapur  Road,1691.0,3.0,113.0,3
8602,Sarjapur  Road,2070.0,4.0,160.0,3
8604,Sarjapur  Road,1435.0,3.0,90.0,3
8606,Sarjapur  Road,1262.0,2.0,67.0,2
8607,Sarjapur  Road,1693.0,3.0,125.0,3
8608,Sarjapur  Road,1826.0,3.0,125.0,3
8609,Sarjapur  Road,1660.0,3.0,116.0,3
8611,Sarjapur  Road,1830.0,3.0,119.0,3
8615,Sarjapur  Road,2900.0,4.0,240.0,4
8616,Sarjapur  Road,1059.0,2.0,68.0,2
8618,Sarjapur  Road,1157.0,2.0,74.0,3
8619,Sarjapur  Road,1700.0,3.0,118.0,3
8620,Sarjapur  Road,1691.0,3.0,120.0,3
8622,Sarjapur  Road,1308.0,2.0,75.0,2
8623,Sarjapur  Road,1580.0,3.0,125.0,3
8625,Sarjapur  Road,1763.25,3.0,98.0,3
8626,Sarjapur  Road,1826.0,3.0,130.0,3
8627,Sarjapur  Road,1550.0,2.0,98.0,3
8630,Sarjapur  Road,1819.0,3.0,100.0,3
8631,Sarjapur  Road,984.0,2.0,59.0,2
8632,Sarjapur  Road,1489.0,3.0,88.0,3
8633,Sarjapur  Road,702.0,1.0,52.0,1
8634,Sarjapur  Road,1242.0,2.0,75.0,2
8635,Sarjapur  Road,2275.0,4.0,185.0,3
8636,Sarjapur  Road,2100.0,3.0,135.0,3
8637,Sarjapur  Road,1700.0,3.0,93.5,3
8638,Sarjapur  Road,1862.0,4.0,110.0,3
8639,Sarjapur  Road,2275.0,4.0,175.0,3
8640,Sarjapur  Road,1787.0,3.0,116.0,3
8641,Sarjapur  Road,1691.0,3.0,93.01,3
8642,Sarjapur  Road,1028.0,2.0,56.0,2
8644,Sarjapur  Road,1181.0,2.0,65.0,3
8645,Sarjapur  Road,1691.0,3.0,100.0,3
8646,Sarjapur  Road,1026.0,2.0,60.55,2
8647,Sarjapur  Road,1350.0,2.0,85.0,2
8648,Sarjapur  Road,1157.0,2.0,72.0,3
8649,Sarjapur  Road,1019.0,2.0,62.0,2
8650,Sarjapur  Road,3418.0,3.0,235.0,4
8651,Sarjapur  Road,691.0,1.0,31.1,1
8655,Sarjapur  Road,1881.0,3.0,145.0,3
8656,Sarjapur  Road,2275.0,4.0,182.0,3
8659,Sarjapur  Road,1881.0,3.0,145.0,3
8661,Sarjapur  Road,2880.0,3.0,211.0,4
8662,Sarjapur  Road,3418.0,2.0,222.0,4
8664,Sarjapur  Road,675.0,1.0,27.0,1
8665,Sarjapur  Road,1774.0,2.0,102.92,3
8666,Sarjapur  Road,1346.0,2.0,74.03,2
8667,Sarjapur  Road,1691.0,3.0,119.0,3
8668,Sarjapur  Road,1335.0,2.0,95.0,2
8670,Sarjapur  Road,1680.0,3.0,126.0,3
8671,Sarjapur  Road,1222.0,2.0,68.0,3
8672,Sarjapur  Road,3420.0,4.0,225.0,4
8673,Sarjapur  Road,1510.0,2.0,110.0,3
8674,Sarjapur  Road,1242.0,2.0,78.0,2
8676,Sarjapur  Road,1129.0,2.0,69.0,2
8677,Sarjapur  Road,1850.0,3.0,140.0,3
8679,Sarjapur  Road,1879.0,3.0,155.0,3
8680,Sarjapur  Road,1157.0,2.0,75.0,3
8681,Sarjapur  Road,2425.0,5.0,175.0,4
8682,Sarjapur  Road,1323.0,2.0,74.0,2
8683,Sarjapur  Road,2289.0,3.0,178.0,3
8686,Sarjapur  Road,2100.0,3.0,130.0,3
8687,Sarjapur  Road,702.0,1.0,35.8,1
8689,Sarjapur  Road,1800.0,3.0,128.0,3
8690,Sarjapur  Road,2275.0,4.0,187.0,3
8692,Sarjapur  Road,1026.0,2.0,60.8,2
8694,Sarjapur  Road,1216.0,2.0,70.0,2
8695,Sarjapur  Road,1112.0,2.0,62.0,2
8697,Sarjapur  Road,1157.0,2.0,69.0,3
8699,Sarjapur  Road,1026.0,2.0,60.8,2
8701,Sarjapur  Road,1600.0,3.0,120.0,3
8703,Sarjapur  Road,1346.0,2.0,74.03,2
8704,Sarjapur  Road,475.0,1.0,26.0,1
8707,Sarjapur  Road,1660.0,2.0,116.0,3
8710,Sarjapur  Road,1346.0,2.0,69.61,2
8711,Sarjapur  Road,2089.0,3.0,148.0,3
8712,Sarjapur  Road,1612.0,3.0,98.38,3
8713,Sarjapur  Road,1290.0,2.0,88.0,2
8714,Sarjapur  Road,1371.0,2.0,86.0,2
8715,Sarjapur  Road,2140.0,3.0,139.0,3
8716,Sarjapur  Road,1044.0,2.0,55.0,2
8718,Sarjapur  Road,2180.0,4.0,180.0,3
8719,Sarjapur  Road,1691.0,3.0,119.0,3
8720,Sarjapur  Road,2206.0,4.0,180.0,3
8721,Sarjapur  Road,1309.0,2.0,69.5,2
8722,Sarjapur  Road,1691.0,3.0,100.0,3
8723,Sarjapur  Road,1367.0,2.0,80.0,2
8726,Sarjapur  Road,1984.0,4.0,148.0,3
8728,Sarjapur  Road,1346.0,2.0,74.03,2
8730,Sarjapur  Road,1112.0,2.0,58.0,2
8731,Sarjapur  Road,1340.0,2.0,75.0,2
8732,Sarjapur  Road,3500.0,3.0,275.0,3
8734,Sarjapur  Road,1132.0,2.0,70.0,2
8736,Sarjapur  Road,2425.0,5.0,195.0,4
8737,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
8738,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
8739,Sarjapura - Attibele Road,829.0,2.0,22.8,2
8740,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
8741,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
8742,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
8743,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
8744,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
8745,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
8746,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
8747,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
8748,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
8749,Sarjapura - Attibele Road,740.0,1.0,23.65,1
8750,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
8751,Sector 2 HSR Layout,1296.0,2.0,75.0,2
8752,Sector 2 HSR Layout,794.0,1.0,60.0,1
8753,Sector 2 HSR Layout,1143.0,2.0,65.0,2
8754,Sector 2 HSR Layout,1665.0,3.0,110.0,3
8755,Sector 2 HSR Layout,1512.0,3.0,80.0,3
8756,Sector 2 HSR Layout,1332.0,2.0,101.0,2
8757,Sector 2 HSR Layout,1600.0,3.0,90.0,3
8758,Sector 2 HSR Layout,1095.0,2.0,85.41,2
8759,Sector 2 HSR Layout,1231.0,2.0,66.0,2
8760,Sector 7 HSR Layout,3000.0,5.0,275.0,4
8761,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8762,Sector 7 HSR Layout,1760.0,3.0,145.0,3
8763,Sector 7 HSR Layout,3900.0,3.0,300.0,3
8764,Sector 7 HSR Layout,1163.0,2.0,98.86,2
8765,Sector 7 HSR Layout,1342.0,2.0,115.0,2
8766,Sector 7 HSR Layout,1760.0,3.0,160.0,3
8767,Sector 7 HSR Layout,1760.0,3.0,142.0,3
8768,Sector 7 HSR Layout,2400.0,2.0,195.0,3
8769,Sector 7 HSR Layout,1760.0,3.0,185.0,3
8770,Sector 7 HSR Layout,1162.0,2.0,98.77,2
8771,Seegehalli,901.0,2.0,35.14,2
8773,Seegehalli,800.0,1.0,50.0,2
8775,Seegehalli,1118.0,2.0,37.5,2
8776,Seegehalli,1200.0,2.0,62.0,3
8777,Seegehalli,1155.0,2.0,72.0,2
8778,Seegehalli,1830.0,4.0,82.0,3
8779,Seegehalli,4000.0,3.0,235.0,3
8782,Seegehalli,1096.0,2.0,41.0,2
8784,Seegehalli,920.0,2.0,27.0,2
8785,Seegehalli,1553.0,3.0,68.0,3
8786,Seegehalli,1639.0,3.0,120.0,3
8787,Seegehalli,3000.0,4.0,235.0,3
8788,Seegehalli,1134.0,2.0,45.0,2
8789,Seegehalli,1683.0,3.0,80.0,3
8790,Seegehalli,1176.0,2.0,50.0,2
8791,Seegehalli,3000.0,4.0,240.0,3
8792,Shampura,2650.0,4.0,150.0,4
8793,Shampura,1200.0,2.0,53.0,2
8794,Shampura,700.0,1.0,35.0,2
8795,Shampura,1400.0,3.0,70.0,3
8796,Shampura,1475.0,3.0,78.0,3
8797,Shampura,1700.0,3.0,75.0,3
8798,Shivaji Nagar,850.0,2.0,55.0,2
8799,Shivaji Nagar,1554.0,3.0,130.0,2
8800,Shivaji Nagar,2200.0,2.0,110.0,2
8801,Shivaji Nagar,3820.0,1.0,306.0,1
8802,Shivaji Nagar,703.0,2.0,49.5,2
8803,Shivaji Nagar,1460.0,2.0,90.0,3
8804,Shivaji Nagar,600.0,1.0,65.0,2
8806,Singasandra,1030.0,2.0,55.0,2
8807,Singasandra,3850.0,6.0,195.0,4
8808,Singasandra,1100.0,2.0,52.0,2
8810,Singasandra,1300.0,2.0,65.0,2
8813,Singasandra,1010.0,2.0,40.0,2
8814,Singasandra,1375.0,2.0,58.0,2
8815,Singasandra,1120.0,2.0,60.0,2
8816,Singasandra,1510.0,3.0,75.0,3
8817,Singasandra,1179.0,2.0,56.0,2
8818,Singasandra,1416.0,2.0,67.0,2
8819,Singasandra,1476.0,2.0,73.0,3
8820,Singasandra,1139.7,2.0,45.0,2
8821,Singasandra,1465.0,2.0,60.0,2
8823,Singasandra,1653.0,3.0,85.0,3
8824,Somasundara Palya,1255.0,2.0,67.0,2
8825,Somasundara Palya,1448.0,2.0,68.0,2
8827,Somasundara Palya,1178.0,2.0,73.0,2
8828,Somasundara Palya,1260.0,2.0,60.0,2
8829,Somasundara Palya,1033.0,2.0,48.0,2
8830,Somasundara Palya,1329.0,2.0,70.0,2
8831,Somasundara Palya,2372.0,3.0,140.0,3
8832,Somasundara Palya,1185.0,2.0,70.0,2
8835,Somasundara Palya,1200.0,2.0,75.0,2
8837,Somasundara Palya,2400.0,3.0,140.0,4
8839,Somasundara Palya,1650.0,3.0,95.0,3
8840,Somasundara Palya,1186.0,2.0,72.0,2
8842,Sompura,825.0,2.0,33.0,2
8843,Sompura,1025.0,2.0,37.0,3
8844,Sompura,1020.0,2.0,41.0,2
8845,Sompura,1126.0,2.0,39.0,2
8846,Sompura,825.0,2.0,32.0,2
8847,Sompura,1360.0,2.0,45.0,3
8848,Sompura,1350.0,2.0,47.0,3
8849,Sompura,2150.0,3.0,85.0,4
8851,Sonnenahalli,896.0,2.0,43.75,2
8852,Sonnenahalli,1120.0,2.0,43.0,2
8853,Sonnenahalli,1100.0,2.0,44.0,2
8854,Sonnenahalli,1011.0,2.0,50.53,2
8855,Sonnenahalli,614.0,1.0,30.715,1
8856,Sonnenahalli,1484.0,3.0,74.18,3
8857,Sonnenahalli,1610.0,3.0,80.48,3
8858,Sonnenahalli,1415.0,2.0,65.0,3
8859,Sonnenahalli,1268.0,2.0,58.0,2
8860,Sonnenahalli,1268.0,2.0,56.0,2
8861,Sonnenahalli,605.0,1.0,30.24,1
8862,Sonnenahalli,1484.0,3.0,75.0,3
8863,Subramanyapura,929.0,2.0,50.17,2
8864,Subramanyapura,1200.0,2.0,52.0,2
8865,Subramanyapura,975.0,2.0,58.0,2
8866,Subramanyapura,1277.0,2.0,55.0,2
8867,Subramanyapura,985.0,2.0,58.0,2
8868,Subramanyapura,1245.0,2.0,68.0,3
8869,Subramanyapura,1313.0,2.0,73.0,2
8870,Subramanyapura,1313.0,2.0,66.5,2
8871,Subramanyapura,1255.0,2.0,79.0,3
8872,Subramanyapura,1330.0,3.0,72.0,3
8873,Subramanyapura,929.0,2.0,48.0,2
8874,Subramanyapura,950.0,2.0,55.0,2
8875,Subramanyapura,929.0,2.0,56.0,2
8877,Subramanyapura,1260.0,2.0,76.0,3
8879,Subramanyapura,960.0,2.0,55.0,2
8880,Subramanyapura,1260.0,2.0,73.0,3
8882,Subramanyapura,1278.0,3.0,70.0,3
8883,Subramanyapura,929.0,2.0,49.0,2
8884,Subramanyapura,1260.0,2.0,75.0,3
8885,Subramanyapura,1000.0,2.0,45.0,2
8887,Subramanyapura,929.0,1.0,51.0,2
8888,Subramanyapura,1880.0,3.0,110.0,3
8890,Subramanyapura,985.0,2.0,62.5,2
8891,Sultan Palaya,1700.0,3.0,120.0,3
8892,Sultan Palaya,1100.0,2.0,45.0,2
8893,Sultan Palaya,900.0,2.0,45.0,2
8894,Sultan Palaya,870.0,2.0,65.0,2
8895,Sultan Palaya,1765.0,3.0,80.0,3
8896,Sultan Palaya,1713.0,3.0,125.0,3
8897,Sultan Palaya,1009.0,2.0,65.0,2
8898,Sultan Palaya,5000.0,5.0,325.0,4
8899,Sultan Palaya,1070.0,2.0,49.0,2
8900,TC Palaya,1475.0,3.0,98.0,3
8901,TC Palaya,1200.0,2.0,60.0,2
8906,TC Palaya,1240.0,2.0,60.0,2
8907,TC Palaya,1500.0,2.0,100.0,3
8908,TC Palaya,1200.0,2.0,65.0,2
8909,TC Palaya,1200.0,2.0,70.0,2
8910,TC Palaya,900.0,2.0,55.0,2
8913,TC Palaya,4800.0,3.0,302.0,4
8914,TC Palaya,1000.0,2.0,64.0,2
8916,TC Palaya,900.0,2.0,55.0,2
8917,TC Palaya,1200.0,2.0,66.0,2
8920,TC Palaya,900.0,2.0,55.0,2
8922,TC Palaya,900.0,2.0,55.0,2
8925,TC Palaya,1200.0,2.0,65.0,2
8926,TC Palaya,1500.0,2.0,75.0,2
8928,TC Palaya,1000.0,2.0,70.0,2
8929,TC Palaya,1100.0,2.0,65.0,2
8933,TC Palaya,1800.0,2.0,80.0,2
8935,TC Palaya,1200.0,2.0,70.0,2
8936,TC Palaya,1350.0,1.0,55.0,1
8937,TC Palaya,900.0,2.0,55.0,2
8938,TC Palaya,900.0,2.0,55.0,2
8939,TC Palaya,1082.0,2.0,64.0,2
8943,TC Palaya,1152.0,2.0,55.0,2
8947,Talaghattapura,1868.0,3.0,131.0,3
8948,Talaghattapura,2038.0,3.0,120.0,3
8949,Talaghattapura,2106.0,3.0,126.0,3
8950,Talaghattapura,1868.0,3.0,121.0,3
8951,Talaghattapura,2106.0,3.0,126.0,3
8952,Talaghattapura,1868.0,3.0,135.0,3
8953,Talaghattapura,1856.0,3.0,135.0,3
8954,Talaghattapura,1868.0,3.0,120.0,3
8955,Talaghattapura,1804.0,3.0,115.0,3
8956,Talaghattapura,1856.0,3.0,135.0,3
8957,Talaghattapura,2254.0,3.0,153.0,3
8958,Talaghattapura,2106.0,3.0,148.0,3
8959,Talaghattapura,1856.0,3.0,135.0,3
8960,Talaghattapura,2273.0,3.0,159.0,3
8961,Talaghattapura,2099.0,3.0,147.0,3
8962,Talaghattapura,1100.0,2.0,50.0,2
8963,Talaghattapura,1100.0,2.0,49.49,2
8964,Talaghattapura,1575.0,3.0,80.0,3
8965,Talaghattapura,2273.0,3.0,145.0,3
8966,Talaghattapura,1175.0,2.0,62.0,2
8967,Talaghattapura,1804.0,3.0,127.0,3
8968,Talaghattapura,1062.0,2.0,42.48,2
8969,Talaghattapura,2038.0,3.0,122.0,3
8970,Talaghattapura,1800.0,3.0,84.0,3
8971,Talaghattapura,2265.0,3.0,159.0,3
8972,Talaghattapura,2099.0,3.0,134.0,3
8973,Thanisandra,510.0,1.0,25.25,1
8974,Thanisandra,1296.0,2.0,80.0,2
8976,Thanisandra,2144.0,3.0,145.0,3
8978,Thanisandra,445.0,1.0,28.0,1
8979,Thanisandra,1296.0,2.0,83.0,2
8981,Thanisandra,2144.0,3.0,135.0,3
8983,Thanisandra,1093.0,2.0,70.0,2
8984,Thanisandra,1265.0,2.0,79.0,3
8985,Thanisandra,1651.0,3.0,97.38,3
8986,Thanisandra,1265.0,2.0,85.0,2
8987,Thanisandra,510.0,1.0,25.25,1
8988,Thanisandra,776.0,2.0,48.145,1
8989,Thanisandra,1564.0,3.0,101.0,3
8991,Thanisandra,1847.0,3.0,123.0,3
8993,Thanisandra,1697.0,3.0,114.0,3
